,TF-IDF
herb,0.0
henceforth,0.0
helplessness,0.0
hobbit,0.0
helpless,0.0
helpfulness,0.0
helpful,0.0
hello,0.0
hell,0.0
heightened,0.0
heighten,0.0
height,0.0
heidegger,0.0
hefty,0.0
heel,0.0
hiatus,0.0
hibernate,0.0
hiccup,0.0
hickey,0.0
hob,0.0
hoax,0.0
hoarder,0.0
hmm,0.0
hit,0.0
history,0.0
historically,0.0
hiring,0.0
hire,0.0
hip,0.0
hinge,0.0
hindsight,0.0
hinders,0.0
hinder,0.0
hill,0.0
hike,0.0
highway,0.0
highroad,0.0
highly,0.0
highlight,0.0
high,0.0
hierarchy,0.0
hide,0.0
hotpot,0.0
hotshot,0.0
hound,0.0
ignorance,0.0
illustration,0.0
illuminate,0.0
illnesses,0.0
illness,0.0
illegally,0.0
ill,0.0
ikea,0.0
ii,0.0
ignored,0.0
ignore,0.0
ignorant,0.0
ifs,0.0
icon,0.0
iffy,0.0
idly,0.0
idiot,0.0
ideology,0.0
identity,0.0
identify,0.0
identical,0.0
ideation,0.0
ideally,0.0
ideal,0.0
idea,0.0
image,0.0
imagine,0.0
imagined,0.0
imbecile,0.0
impending,0.0
impede,0.0
impeachment,0.0
impatiently,0.0
impatient,0.0
impaled,0.0
impacted,0.0
impact,0.0
immunocompromised,0.0
immunisation,0.0
immune,0.0
imminent,0.0
immigration,0.0
immigrate,0.0
immigrant,0.0
immerse,0.0
immensely,0.0
immense,0.0
immediately,0.0
immediate,0.0
immaturity,0.0
immature,0.0
imbue,0.0
id,0.0
iced,0.0
hour,0.0
hovering,0.0
humans,0.0
humanity,0.0
human,0.0
huh,0.0
hugely,0.0
huge,0.0
hug,0.0
hubris,0.0
hub,0.0
hr,0.0
howl,0.0
hover,0.0
ice,0.0
housing,0.0
housework,0.0
housewife,0.0
housewares,0.0
housemate,0.0
housemaid,0.0
housekeeper,0.0
household,0.0
housebound,0.0
houseboat,0.0
house,0.0
humid,0.0
humidifier,0.0
humidity,0.0
humiliate,0.0
hysterically,0.0
hysterical,0.0
hypothesis,0.0
hypocritical,0.0
hypocrisy,0.0
hypochondriac,0.0
hygienic,0.0
hygiene,0.0
hydraulic,0.0
hydrate,0.0
huston,0.0
husband,0.0
hurtful,0.0
hurt,0.0
hurry,0.0
hurl,0.0
huntsville,0.0
hunt,0.0
hungry,0.0
hundred,0.0
humour,0.0
hummus,0.0
humiliation,0.0
heed,0.0
hectic,0.0
heavy,0.0
gratitude,0.0
greenery,0.0
green,0.0
greedy,0.0
greatly,0.0
great,0.0
greasy,0.0
gre,0.0
grazing,0.0
gravy,0.0
gravely,0.0
grave,0.0
grateful,0.0
grandparent,0.0
grate,0.0
grasp,0.0
grapple,0.0
graphs,0.0
graphic,0.0
grapes,0.0
grape,0.0
granted,0.0
grant,0.0
granola,0.0
granny,0.0
greenwich,0.0
greet,0.0
gregarious,0.0
grendel,0.0
growth,0.0
grows,0.0
grown,0.0
grow,0.0
group,0.0
grounded,0.0
ground,0.0
gross,0.0
grooming,0.0
groom,0.0
grocery,0.0
grit,0.0
grip,0.0
grinder,0.0
grind,0.0
grinch,0.0
grin,0.0
grim,0.0
grieve,0.0
grief,0.0
gridlock,0.0
grid,0.0
grey,0.0
grandson,0.0
grandpa,0.0
gruesome,0.0
glue,0.0
golf,0.0
golden,0.0
gold,0.0
godsend,0.0
god,0.0
gobo,0.0
goblet,0.0
gob,0.0
goat,0.0
goal,0.0
gluten,0.0
glosser,0.0
grandmother,0.0
glory,0.0
gloomy,0.0
globe,0.0
globally,0.0
globalization,0.0
global,0.0
glaze,0.0
glass,0.0
glasgow,0.0
glad,0.0
giveaway,0.0
good,0.0
goodbye,0.0
goodnight,0.0
google,0.0
grandma,0.0
grandfather,0.0
granddad,0.0
grandchild,0.0
grandad,0.0
grand,0.0
gran,0.0
grammy,0.0
grammar,0.0
graduation,0.0
graduate,0.0
gradually,0.0
grade,0.0
gracious,0.0
grace,0.0
grab,0.0
gown,0.0
governmental,0.0
government,0.0
gotten,0.0
got,0.0
gossip,0.0
goose,0.0
grudge,0.0
grumpy,0.0
heavily,0.0
hat,0.0
headache,0.0
head,0.0
hazy,0.0
hazelnut,0.0
hazard,0.0
hay,0.0
haunt,0.0
haul,0.0
hatred,0.0
hated,0.0
hate,0.0
hast,0.0
happiness,0.0
hassle,0.0
harvey,0.0
harsh,0.0
harry,0.0
harp,0.0
harm,0.0
hare,0.0
hardworking,0.0
hardship,0.0
hardly,0.0
harder,0.0
heading,0.0
headline,0.0
headphone,0.0
headscarf,0.0
heave,0.0
heating,0.0
heath,0.0
heater,0.0
heated,0.0
heat,0.0
heartland,0.0
hearth,0.0
hearted,0.0
heartbroken,0.0
heartbreaking,0.0
heartbreak,0.0
heartbeat,0.0
heart,0.0
hearing,0.0
heard,0.0
hear,0.0
healthy,0.0
healthily,0.0
healthier,0.0
healthcare,0.0
healing,0.0
heal,0.0
harassment,0.0
happily,0.0
guacamole,0.0
guise,0.0
hackney,0.0
hack,0.0
habit,0.0
gym,0.0
guy,0.0
gutted,0.0
gut,0.0
gusto,0.0
guru,0.0
gumtree,0.0
guitar,0.0
guilty,0.0
happens,0.0
guilt,0.0
guideline,0.0
guidebooks,0.0
guidebook,0.0
guide,0.0
guidance,0.0
guest,0.0
guess,0.0
guardian,0.0
guarded,0.0
guard,0.0
haddock,0.0
haemodialysis,0.0
hair,0.0
hairdresser,0.0
haphazard,0.0
hannah,0.0
hangover,0.0
hanger,0.0
hang,0.0
handy,0.0
handsome,0.0
handmaid,0.0
handle,0.0
handiwork,0.0
handful,0.0
handbag,0.0
hand,0.0
hamper,0.0
hammer,0.0
ham,0.0
halt,0.0
hallway,0.0
halloween,0.0
hall,0.0
halfway,0.0
half,0.0
hairdryer,0.0
imperfect,0.0
implement,0.0
discussed,0.0
johnson,0.0
judgement,0.0
judge,0.0
jubilee,0.0
joy,0.0
journey,0.0
journal,0.0
joule,0.0
jolt,0.0
jolly,0.0
joke,0.0
join,0.0
john,0.0
juggle,0.0
jogger,0.0
jog,0.0
jobless,0.0
job,0.0
joan,0.0
jinx,0.0
jigsaw,0.0
jewellery,0.0
jettison,0.0
jet,0.0
jesus,0.0
judo,0.0
juggling,0.0
implication,0.0
junkyard,0.0
kept,0.0
kent,0.0
kennedy,0.0
keen,0.0
kebab,0.0
kart,0.0
kale,0.0
justify,0.0
justice,0.0
juster,0.0
jurisdiction,0.0
junk,0.0
juice,0.0
junior,0.0
june,0.0
junction,0.0
jumper,0.0
jump,0.0
jumbled,0.0
jumble,0.0
july,0.0
juliette,0.0
julianne,0.0
jul,0.0
jersey,0.0
jeopardized,0.0
jeopardise,0.0
ironing,0.0
isi,0.0
irritated,0.0
irritate,0.0
irritable,0.0
irreversible,0.0
irrespective,0.0
irrelevant,0.0
irregularly,0.0
irrationally,0.0
irrational,0.0
irony,0.0
ironic,0.0
jeepers,0.0
iron,0.0
irk,0.0
ireland,0.0
ire,0.0
irascible,0.0
iran,0.0
iphone,0.0
ipad,0.0
inward,0.0
involves,0.0
involved,0.0
islamic,0.0
isolate,0.0
isolated,0.0
isolating,0.0
jean,0.0
jealousy,0.0
jealous,0.0
jazz,0.0
jaw,0.0
japanese,0.0
japan,0.0
january,0.0
jan,0.0
jamie,0.0
james,0.0
jam,0.0
jail,0.0
jacuzzi,0.0
jackpot,0.0
jacket,0.0
jack,0.0
jab,0.0
item,0.0
italy,0.0
italian,0.0
istanbul,0.0
isolation,0.0
kettle,0.0
key,0.0
keywords,0.0
late,0.0
law,0.0
laundry,0.0
launch,0.0
laughter,0.0
laughing,0.0
laughable,0.0
laugh,0.0
latter,0.0
latte,0.0
later,0.0
lately,0.0
latch,0.0
landed,0.0
last,0.0
lash,0.0
laser,0.0
largely,0.0
large,0.0
laptop,0.0
lap,0.0
lao,0.0
language,0.0
lane,0.0
landscape,0.0
lawnmower,0.0
lawyer,0.0
lax,0.0
lay,0.0
lecture,0.0
leave,0.0
least,0.0
leash,0.0
lease,0.0
learnt,0.0
learning,0.0
learner,0.0
learned,0.0
learn,0.0
lean,0.0
leaking,0.0
leakage,0.0
leak,0.0
league,0.0
leaflet,0.0
abandon,0.0
leadership,0.0
leader,0.0
lead,0.0
lazy,0.0
laying,0.0
layer,0.0
landlord,0.0
land,0.0
kick,0.0
kinder,0.0
knackered,0.0
klutz,0.0
kiwi,0.0
kitten,0.0
kitchenware,0.0
kitchen,0.0
kiss,0.0
king,0.0
kindness,0.0
kindly,0.0
kindle,0.0
kinda,0.0
lamp,0.0
kind,0.0
kinase,0.0
kilo,0.0
killing,0.0
killer,0.0
kill,0.0
kiev,0.0
kidney,0.0
kidnap,0.0
kid,0.0
kickboxing,0.0
knead,0.0
knew,0.0
knife,0.0
knit,0.0
lament,0.0
lamb,0.0
lake,0.0
laid,0.0
lagoon,0.0
lag,0.0
lady,0.0
ladder,0.0
lacking,0.0
lack,0.0
laboratory,0.0
label,0.0
lab,0.0
la,0.0
kristie,0.0
korean,0.0
kong,0.0
koala,0.0
known,0.0
knowledge,0.0
knowing,0.0
knock,0.0
knitting,0.0
involve,0.0
involuntary,0.0
invoke,0.0
indonesia,0.0
inevitably,0.0
inevitable,0.0
inequality,0.0
inefficient,0.0
industry,0.0
indulgent,0.0
induction,0.0
inducing,0.0
induced,0.0
indoors,0.0
indoor,0.0
individually,0.0
indefinitely,0.0
individuality,0.0
individualistic,0.0
individual,0.0
indispensable,0.0
indignant,0.0
indifferent,0.0
indication,0.0
indicate,0.0
indian,0.0
independently,0.0
independent,0.0
infantilism,0.0
infatuation,0.0
infect,0.0
infected,0.0
initial,0.0
inherently,0.0
inherent,0.0
inhalation,0.0
ingredient,0.0
infuriatingly,0.0
infuriating,0.0
infuriated,0.0
infuriate,0.0
infringement,0.0
infringe,0.0
informed,0.0
information,0.0
informal,0.0
inform,0.0
info,0.0
influence,0.0
inflammation,0.0
infiltrate,0.0
infestation,0.0
infective,0.0
infectious,0.0
infection,0.0
independence,0.0
indeed,0.0
initiate,0.0
impress,0.0
inadequate,0.0
inactive,0.0
inability,0.0
impulsive,0.0
improvise,0.0
improvement,0.0
improve,0.0
impromptu,0.0
imprint,0.0
impression,0.0
impressed,0.0
impregnate,0.0
indecisive,0.0
impractical,0.0
impotent,0.0
imposter,0.0
impossible,0.0
imposes,0.0
impose,0.0
importantly,0.0
important,0.0
importance,0.0
implode,0.0
implies,0.0
inappropriate,0.0
inbox,0.0
inca,0.0
incapable,0.0
incubation,0.0
incubated,0.0
incredibly,0.0
incredible,0.0
increasingly,0.0
increased,0.0
increase,0.0
incorrect,0.0
incorporate,0.0
inconvenience,0.0
inconsistent,0.0
inconsiderate,0.0
incompetent,0.0
incompetence,0.0
incomparable,0.0
income,0.0
incoherently,0.0
included,0.0
include,0.0
inclined,0.0
incident,0.0
incidence,0.0
incessant,0.0
initially,0.0
initiative,0.0
invite,0.0
interlinked,0.0
interpretation,0.0
interpret,0.0
interpersonal,0.0
internship,0.0
internet,0.0
international,0.0
internally,0.0
internalise,0.0
internal,0.0
intern,0.0
intermittently,0.0
interfere,0.0
intensity,0.0
interestingly,0.0
interesting,0.0
interested,0.0
interest,0.0
interdental,0.0
intercalated,0.0
intercalate,0.0
interaction,0.0
interact,0.0
intentionally,0.0
intention,0.0
interrupt,0.0
interrupted,0.0
interrupts,0.0
intersection,0.0
invitation,0.0
investment,0.0
investing,0.0
investigation,0.0
investigate,0.0
invested,0.0
invest,0.0
invalidate,0.0
invade,0.0
intuition,0.0
intrusive,0.0
intrude,0.0
introverted,0.0
introvert,0.0
introspection,0.0
introduction,0.0
introduce,0.0
intrinsically,0.0
intolerable,0.0
intimate,0.0
intimacy,0.0
interview,0.0
interval,0.0
intensive,0.0
intensify,0.0
injure,0.0
insert,0.0
inspired,0.0
inspire,0.0
inspiration,0.0
inspection,0.0
inspect,0.0
insistent,0.0
insist,0.0
insincere,0.0
insignificant,0.0
insight,0.0
inside,0.0
insensitive,0.0
intensely,0.0
insecurity,0.0
insecure,0.0
insect,0.0
inquire,0.0
input,0.0
innocently,0.0
innocence,0.0
inner,0.0
inn,0.0
injustice,0.0
injury,0.0
instal,0.0
install,0.0
instance,0.0
instant,0.0
intense,0.0
intended,0.0
intend,0.0
intelligent,0.0
intelligence,0.0
intellectualism,0.0
intellectual,0.0
integrate,0.0
integral,0.0
intake,0.0
int,0.0
insure,0.0
insurance,0.0
instrumental,0.0
instructor,0.0
instruction,0.0
institution,0.0
institute,0.0
instinct,0.0
instill,0.0
instigate,0.0
instead,0.0
instantly,0.0
give,0.0
girlfriend,0.0
girl,0.0
empirically,0.0
encounter,0.0
encapsulate,0.0
enable,0.0
emulate,0.0
empty,0.0
empowered,0.0
empower,0.0
employment,0.0
employer,0.0
employee,0.0
employ,0.0
emphasise,0.0
encouragement,0.0
emphasis,0.0
empathy,0.0
empathize,0.0
empathise,0.0
empathetic,0.0
emotive,0.0
emotions,0.0
emotionless,0.0
emotionally,0.0
emotional,0.0
emotion,0.0
encourage,0.0
end,0.0
ginger,0.0
england,0.0
enough,0.0
enormous,0.0
ennui,0.0
enjoyment,0.0
enjoying,0.0
enjoyed,0.0
enjoyable,0.0
enhance,0.0
engross,0.0
engrave,0.0
english,0.0
engineering,0.0
endlessly,0.0
engineer,0.0
engine,0.0
engagement,0.0
engage,0.0
enforce,0.0
energy,0.0
energise,0.0
endure,0.0
endurance,0.0
ends,0.0
endocrinologist,0.0
emma,0.0
emerges,0.0
emergency,0.0
eighty,0.0
electric,0.0
election,0.0
elect,0.0
eldest,0.0
elderflower,0.0
elder,0.0
elbow,0.0
elate,0.0
elasticity,0.0
elaborate,0.0
either,0.0
eight,0.0
emerge,0.0
egyptian,0.0
egos,0.0
eggshell,0.0
eggs,0.0
eggplant,0.0
egged,0.0
egg,0.0
egalitarian,0.0
effortful,0.0
effort,0.0
efficiently,0.0
electrician,0.0
electricity,0.0
element,0.0
elephant,0.0
embryo,0.0
embroidery,0.0
embracing,0.0
embrace,0.0
embed,0.0
embarrassment,0.0
embarrassing,0.0
embarrassed,0.0
embarrass,0.0
embark,0.0
emanate,0.0
emails,0.0
emailed,0.0
email,0.0
elsewhere,0.0
else,0.0
elsa,0.0
elongate,0.0
ellie,0.0
eliminate,0.0
eligible,0.0
elevator,0.0
elevate,0.0
enquiry,0.0
enrage,0.0
enrichment,0.0
everlasting,0.0
exact,0.0
exacerbate,0.0
evolve,0.0
evoke,0.0
evil,0.0
evidence,0.0
everywhere,0.0
everything,0.0
everyone,0.0
everyday,0.0
everybody,0.0
evergreen,0.0
eur,0.0
ever,0.0
eventually,0.0
eventide,0.0
event,0.0
evening,0.0
evenfall,0.0
even,0.0
eve,0.0
evaporate,0.0
evaluation,0.0
european,0.0
exactly,0.0
exaggerate,0.0
exaggeration,0.0
exam,0.0
exclusively,0.0
excluded,0.0
exclude,0.0
exciting,0.0
excitement,0.0
excited,0.0
exchange,0.0
excessively,0.0
excessive,0.0
excess,0.0
excerpt,0.0
exceptionally,0.0
exceptional,0.0
exception,0.0
except,0.0
excellence,0.0
excel,0.0
exceed,0.0
exams,0.0
example,0.0
examiner,0.0
examine,0.0
examination,0.0
europe,0.0
euphoria,0.0
enrol,0.0
entry,0.0
equipment,0.0
equip,0.0
equation,0.0
equate,0.0
equally,0.0
equal,0.0
epstein,0.0
episode,0.0
epidemic,0.0
envy,0.0
environment,0.0
entrepreneur,0.0
ethos,0.0
entitles,0.0
entitle,0.0
entirety,0.0
entirely,0.0
entire,0.0
enthusiasm,0.0
entertainment,0.0
entertain,0.0
enter,0.0
ensure,0.0
ensue,0.0
era,0.0
eradicate,0.0
erode,0.0
errand,0.0
ethnicity,0.0
ethical,0.0
ethic,0.0
eternity,0.0
etc,0.0
estrange,0.0
esteem,0.0
estate,0.0
establishment,0.0
established,0.0
establish,0.0
essex,0.0
essentially,0.0
essential,0.0
essence,0.0
essay,0.0
espresso,0.0
especially,0.0
escape,0.0
escalate,0.0
erupt,0.0
error,0.0
erratic,0.0
efficient,0.0
effectively,0.0
effective,0.0
dizzy,0.0
domestic,0.0
domain,0.0
doll,0.0
dogma,0.0
dog,0.0
dodgy,0.0
documentation,0.0
documentary,0.0
document,0.0
doctoral,0.0
doctor,0.0
dizziness,0.0
distrust,0.0
divulge,0.0
divorce,0.0
divided,0.0
divide,0.0
diverse,0.0
diverge,0.0
dive,0.0
ditch,0.0
disturbing,0.0
disturbed,0.0
disturbance,0.0
domingo,0.0
donate,0.0
donation,0.0
donna,0.0
downstairs,0.0
downside,0.0
downplay,0.0
downmarket,0.0
download,0.0
downhill,0.0
downhearted,0.0
downcast,0.0
dover,0.0
douglas,0.0
doughnut,0.0
dough,0.0
doubt,0.0
double,0.0
dot,0.0
dose,0.0
dosage,0.0
dorset,0.0
dormant,0.0
dopamine,0.0
doorway,0.0
doorstep,0.0
door,0.0
disturb,0.0
district,0.0
downward,0.0
dishwasher,0.0
display,0.0
dispiriting,0.0
dispenses,0.0
disparaging,0.0
disorder,0.0
disney,0.0
dismissive,0.0
dismiss,0.0
dislike,0.0
disinfectant,0.0
disinfect,0.0
dishonest,0.0
distribute,0.0
dishearten,0.0
dish,0.0
disgusted,0.0
disgust,0.0
disguise,0.0
disengaging,0.0
disengage,0.0
diseased,0.0
disease,0.0
discussion,0.0
discussing,0.0
dispose,0.0
disproportionately,0.0
disregard,0.0
disrespect,0.0
distressing,0.0
distressful,0.0
distressed,0.0
distress,0.0
distraught,0.0
distraction,0.0
distracted,0.0
distract,0.0
distinction,0.0
distant,0.0
distancing,0.0
distanced,0.0
distance,0.0
dissociative,0.0
dissociation,0.0
dissociate,0.0
dissipate,0.0
dissertation,0.0
dissect,0.0
dissatisfy,0.0
disruption,0.0
disrupt,0.0
disrespectful,0.0
downtime,0.0
doze,0.0
effected,0.0
earful,0.0
easel,0.0
ease,0.0
earthquake,0.0
earth,0.0
earring,0.0
earphone,0.0
earnings,0.0
earner,0.0
earn,0.0
early,0.0
earlier,0.0
ear,0.0
duration,0.0
eager,0.0
dystopia,0.0
dyslexic,0.0
dyslexia,0.0
dysfunctional,0.0
dynamic,0.0
dye,0.0
dwelling,0.0
dwell,0.0
duvet,0.0
duty,0.0
easier,0.0
easily,0.0
east,0.0
easter,0.0
effect,0.0
educational,0.0
education,0.0
educate,0.0
editing,0.0
edit,0.0
edinburgh,0.0
edge,0.0
ectopic,0.0
economy,0.0
economics,0.0
economically,0.0
economical,0.0
economic,0.0
echo,0.0
ebullient,0.0
ebola,0.0
ebay,0.0
eats,0.0
eating,0.0
eatery,0.0
eat,0.0
easy,0.0
dust,0.0
duo,0.0
dozen,0.0
drawer,0.0
drift,0.0
dried,0.0
dresser,0.0
dressed,0.0
dress,0.0
dreary,0.0
dream,0.0
dreadful,0.0
dread,0.0
drawn,0.0
drawing,0.0
drawback,0.0
dungaree,0.0
draw,0.0
drastically,0.0
drastic,0.0
drank,0.0
dramatic,0.0
drama,0.0
drained,0.0
drain,0.0
drag,0.0
draft,0.0
drab,0.0
drill,0.0
drink,0.0
drinker,0.0
drinking,0.0
dump,0.0
dumb,0.0
dully,0.0
due,0.0
duckling,0.0
duck,0.0
dubai,0.0
dryer,0.0
dry,0.0
drunkenly,0.0
drunken,0.0
drunk,0.0
drug,0.0
drowsiness,0.0
drown,0.0
drove,0.0
drop,0.0
drizzle,0.0
driving,0.0
driveway,0.0
driver,0.0
driven,0.0
drive,0.0
excruciatingly,0.0
excuse,0.0
exemption,0.0
fox,0.0
frankly,0.0
francis,0.0
france,0.0
frame,0.0
frailty,0.0
frail,0.0
fragrance,0.0
fragment,0.0
fragile,0.0
fracture,0.0
fraction,0.0
fourth,0.0
former,0.0
four,0.0
founder,0.0
foundation,0.0
foul,0.0
fought,0.0
forum,0.0
fortunately,0.0
fortunate,0.0
forthcoming,0.0
forth,0.0
forsaken,0.0
frantic,0.0
frantically,0.0
freak,0.0
freaking,0.0
friendly,0.0
friend,0.0
fried,0.0
fridge,0.0
fridays,0.0
friday,0.0
fri,0.0
fresher,0.0
freshener,0.0
freshen,0.0
fresh,0.0
frequently,0.0
frequent,0.0
frequency,0.0
french,0.0
freiburg,0.0
freezing,0.0
freezer,0.0
freeze,0.0
freely,0.0
freelance,0.0
freedom,0.0
free,0.0
forrest,0.0
format,0.0
friendship,0.0
fluctuate,0.0
folding,0.0
folder,0.0
fold,0.0
foggy,0.0
fog,0.0
focused,0.0
fly,0.0
flush,0.0
fluid,0.0
fluffy,0.0
fluent,0.0
flu,0.0
formally,0.0
flower,0.0
flow,0.0
flout,0.0
flourish,0.0
flour,0.0
flossing,0.0
floss,0.0
florida,0.0
flooring,0.0
floorboard,0.0
floor,0.0
follow,0.0
following,0.0
fond,0.0
fondly,0.0
form,0.0
fork,0.0
forgotten,0.0
forgive,0.0
forgetting,0.0
forget,0.0
forge,0.0
forever,0.0
forest,0.0
foreseeable,0.0
foremost,0.0
foreigner,0.0
foreign,0.0
forefront,0.0
forecast,0.0
forced,0.0
force,0.0
football,0.0
footage,0.0
foot,0.0
foolishness,0.0
foolish,0.0
food,0.0
friends,0.0
friesian,0.0
flood,0.0
gate,0.0
gem,0.0
gel,0.0
geese,0.0
geeky,0.0
geddit,0.0
gear,0.0
gay,0.0
gauge,0.0
gathering,0.0
gather,0.0
gatekeeper,0.0
gasp,0.0
game,0.0
gaslight,0.0
gas,0.0
garnish,0.0
garlic,0.0
gardening,0.0
garden,0.0
garbage,0.0
garage,0.0
gap,0.0
gang,0.0
gamma,0.0
gender,0.0
gene,0.0
general,0.0
generalised,0.0
gin,0.0
gilmore,0.0
gila,0.0
gig,0.0
gift,0.0
giant,0.0
ghost,0.0
getaway,0.0
gesture,0.0
germany,0.0
george,0.0
geographical,0.0
geocaching,0.0
genuinely,0.0
genuine,0.0
gently,0.0
gentle,0.0
genetically,0.0
generous,0.0
generic,0.0
generation,0.0
generate,0.0
generally,0.0
gamin,0.0
gamble,0.0
frighten,0.0
frustrated,0.0
fulfilment,0.0
fulfil,0.0
fuel,0.0
fucking,0.0
fuck,0.0
frying,0.0
fryer,0.0
fry,0.0
frustration,0.0
frustratingly,0.0
frustrating,0.0
fruition,0.0
gallery,0.0
fruitful,0.0
fruit,0.0
frugal,0.0
frozen,0.0
froze,0.0
frown,0.0
frosty,0.0
frontline,0.0
front,0.0
fro,0.0
frightening,0.0
full,0.0
fully,0.0
fume,0.0
fun,0.0
galicia,0.0
galaxy,0.0
gained,0.0
gain,0.0
fuzzy,0.0
future,0.0
fuss,0.0
furthermore,0.0
furniture,0.0
furlough,0.0
furious,0.0
funny,0.0
funnily,0.0
funnier,0.0
funeral,0.0
fundraiser,0.0
fundraise,0.0
funding,0.0
funded,0.0
fund,0.0
functioning,0.0
functional,0.0
function,0.0
flooding,0.0
float,0.0
exercise,0.0
facilitate,0.0
fair,0.0
failure,0.0
fail,0.0
fading,0.0
fade,0.0
faculty,0.0
factually,0.0
factor,0.0
fact,0.0
facing,0.0
facility,0.0
facial,0.0
extraordinary,0.0
faceted,0.0
facet,0.0
facebook,0.0
fabulous,0.0
fabric,0.0
eyeliner,0.0
eyelash,0.0
eyebrow,0.0
eye,0.0
extremes,0.0
extremely,0.0
fairly,0.0
fairness,0.0
fairy,0.0
faith,0.0
faster,0.0
fast,0.0
fashion,0.0
fascinate,0.0
farmland,0.0
farm,0.0
farewell,0.0
fare,0.0
fantasy,0.0
fantastic,0.0
fantasise,0.0
fancy,0.0
fan,0.0
familiarity,0.0
familiarise,0.0
familiar,0.0
falsity,0.0
false,0.0
fallout,0.0
fall,0.0
falafel,0.0
fake,0.0
fajitas,0.0
extreme,0.0
extract,0.0
fatal,0.0
exit,0.0
experience,0.0
expensive,0.0
expense,0.0
expecting,0.0
expectation,0.0
expectant,0.0
expect,0.0
expand,0.0
exp,0.0
exotic,0.0
exodus,0.0
existentially,0.0
extra,0.0
existential,0.0
existence,0.0
exist,0.0
exhibition,0.0
exhibit,0.0
exhaustion,0.0
exhausting,0.0
exhausted,0.0
exhaust,0.0
exertion,0.0
exercising,0.0
experienced,0.0
experiential,0.0
experiment,0.0
expert,0.0
extortionate,0.0
extinct,0.0
externally,0.0
external,0.0
extent,0.0
extension,0.0
extended,0.0
extend,0.0
expressive,0.0
expression,0.0
express,0.0
exposure,0.0
exposed,0.0
expose,0.0
exponential,0.0
explorer,0.0
explore,0.0
explode,0.0
explanation,0.0
explain,0.0
expired,0.0
expire,0.0
expertise,0.0
fat,0.0
fatalistic,0.0
flip,0.0
firing,0.0
fix,0.0
five,0.0
fitted,0.0
fitness,0.0
fit,0.0
fist,0.0
fish,0.0
fiscal,0.0
firstly,0.0
first,0.0
firm,0.0
fireman,0.0
final,0.0
fire,0.0
finishing,0.0
finish,0.0
finger,0.0
fine,0.0
finding,0.0
find,0.0
financially,0.0
financial,0.0
finance,0.0
finally,0.0
fixable,0.0
fixate,0.0
fixed,0.0
fixture,0.0
fling,0.0
flight,0.0
flexible,0.0
flexibility,0.0
flex,0.0
flesh,0.0
fleeting,0.0
fleet,0.0
flee,0.0
flawed,0.0
flavour,0.0
flatware,0.0
flatmates,0.0
flatmate,0.0
flat,0.0
flashback,0.0
flash,0.0
flare,0.0
flapjack,0.0
flannel,0.0
flamenco,0.0
flame,0.0
fizzle,0.0
finalise,0.0
filtered,0.0
fate,0.0
feature,0.0
felt,0.0
fellow,0.0
fell,0.0
feels,0.0
feeder,0.0
feedback,0.0
feed,0.0
fee,0.0
fed,0.0
february,0.0
feb,0.0
feasibly,0.0
filter,0.0
feasible,0.0
fearful,0.0
fear,0.0
favourite,0.0
favour,0.0
favor,0.0
fault,0.0
fatigued,0.0
fatigue,0.0
fatherhood,0.0
father,0.0
female,0.0
fend,0.0
fertility,0.0
fervour,0.0
film,0.0
filling,0.0
fillet,0.0
fill,0.0
filipino,0.0
filing,0.0
file,0.0
figurine,0.0
figure,0.0
fighting,0.0
fight,0.0
fifth,0.0
fifteen,0.0
field,0.0
fiddly,0.0
fiction,0.0
fibre,0.0
fiance,0.0
feverish,0.0
fever,0.0
fetch,0.0
feta,0.0
festive,0.0
zoom,0.0
